Book,Character,F1,h,wF1,wh
The Hunger Games,Katniss Everdeen,0.4919271767139435,3.5075124594518224e-74,0.5602644085884094,3.947301730599182e-27
The Hunger Games,Haymitch Abernathy,0.4491443932056427,1.2683325876099306e-41,0.5349822640419006,2.641567310653902e-21
The Hunger Games,Alma Coin,0.5310269594192505,0.057997563283766415,0.507499635219574,0.002728096155905402
The Hunger Games,Casca Highbottom,0.5193358063697815,0.06738349085441903,0.5250967144966125,0.08392816520986272
The Hunger Games,Livia Cardew,0.49694257974624634,0.601184000557319,0.5460469126701355,1.9933558106894573
The Hunger Games,Palmyra Monty,0.4658852517604828,1.4012232545944838,0.5263291597366333,2.776145655403921
The Hunger Games,Festus Creed,0.4831237196922302,0.27423165730492033,0.5206208825111389,0.3036459530122752
The Hunger Games,Vipsania Sickle,0.494323194026947,1.5781923253593952,0.5286621451377869,2.421608415197159
The Hunger Games,Hilarius Heavensbee,0.5345776081085205,2.11777440643859,0.5213660597801208,2.95474443474159
The Hunger Games,Clemensia Dovecote,0.5120881795883179,0.0047036399681221735,0.5367035269737244,0.022235503235033656
